18.5869	0.0000	6.4631	0.0000
19.4733	0.0000	12.2806	7.1283
0.0000	19.3924	5.5357	19.0099
16.3661	10.8834	7.5678	5.4775
0.0000	0.0000	9.7565	5.5167
0.0000	16.9280	0.0000	0.0000
16.3203	0.0000	7.4392	0.0000
10.1058	8.3572	8.8264	15.4862
19.3894	7.0794	0.0000	8.8142
8.6529	10.2498	0.0000	12.0993
0.0000	13.2459	9.2876	16.3059
0.0000	0.0000	16.6875	6.9486
12.0409	0.0000	0.0000	0.0000
0.0000	0.0000	16.2223	0.0000
0.0000	0.0000	19.9420	0.0000
0.0000	0.0000	18.0304	0.0000
13.6956	7.1743	14.3308	0.0000
19.1718	0.0000	0.0000	0.0000
10.8461	0.0000	0.0000	19.3420
5.8967	0.0000	5.2311	0.0000
15.9758	11.7639	9.4448	7.8343
7.7527	0.0000	6.2169	16.6357
0.0000	0.0000	12.6616	16.9225
10.6791	12.9924	0.0000	13.2523
13.8057	0.0000	0.0000	7.9215
19.6962	0.0000	0.0000	8.9332
15.6682	0.0000	0.0000	0.0000
0.0000	5.4383	15.9550	0.0000
0.0000	13.2021	8.4739	0.0000
10.9327	0.0000	0.0000	16.9428
0.0000	18.5558	10.0124	7.9671
0.0000	12.1988	14.1480	17.8916
13.6508	0.0000	5.4301	0.0000
15.6904	12.0663	0.0000	0.0000
6.4510	17.2632	7.2480	12.7789
14.7349	11.8070	0.0000	0.0000
0.0000	17.0505	0.0000	11.2520
14.4196	0.0000	0.0000	0.0000
0.0000	0.0000	18.8050	0.0000
0.0000	19.1411	0.0000	0.0000
13.0869	14.9979	0.0000	7.5668
0.0000	15.0376	0.0000	0.0000
0.0000	10.6441	0.0000	0.0000
8.3928	0.0000	0.0000	8.9792
19.7400	10.1582	6.6165	18.1948
8.9109	5.3377	0.0000	0.0000
0.0000	12.0639	15.4983	5.5041
0.0000	14.8167	0.0000	19.5297
9.8772	0.0000	11.3518	0.0000
0.0000	0.0000	0.0000	19.1543
19.3654	0.0000	0.0000	6.0199
0.0000	17.6659	0.0000	5.1007
10.8016	5.0173	0.0000	0.0000
0.0000	0.0000	13.1989	0.0000
15.1853	19.1776	0.0000	0.0000
11.7521	0.0000	10.2533	11.2424
17.4938	0.0000	13.1111	8.9717
0.0000	14.6833	0.0000	14.7097
15.8157	19.9056	0.0000	0.0000
0.0000	0.0000	16.5797	19.5911
0.0000	6.4073	12.9552	12.2728
0.0000	12.8008	0.0000	8.9322
0.0000	0.0000	10.3884	10.9206
15.5607	0.0000	0.0000	0.0000
11.4488	10.8677	10.9519	16.3262
0.0000	19.2396	0.0000	0.0000
7.5088	19.8481	18.2642	7.3213
0.0000	17.3838	9.7779	6.3493
0.0000	12.4277	0.0000	0.0000
13.4084	15.4500	17.2310	19.8337
0.0000	19.8493	12.1929	8.4176
0.0000	17.6777	13.7898	0.0000
0.0000	15.9463	19.7345	13.7217
13.7014	0.0000	12.2644	8.1411
14.4483	0.0000	0.0000	0.0000
12.4867	11.6777	0.0000	18.1089
0.0000	14.6047	0.0000	6.2311
0.0000	0.0000	5.7812	15.9299
5.9511	19.0161	17.8841	12.7007
0.0000	0.0000	9.5196	0.0000
0.0000	0.0000	17.8115	0.0000
0.0000	9.9624	6.7723	13.0997
19.9924	0.0000	0.0000	6.5033
12.0270	6.5602	16.0440	7.7629
9.4991	0.0000	6.0718	0.0000
0.0000	7.9499	0.0000	0.0000
9.9814	0.0000	0.0000	16.4214
6.3484	0.0000	13.0066	0.0000
0.0000	5.1550	0.0000	12.8915
15.6088	9.3197	13.3500	0.0000
10.0638	16.1188	0.0000	12.2784
16.9844	5.7700	0.0000	19.1451
6.9812	6.6553	0.0000	0.0000
13.7478	8.5224	19.5590	6.2935
0.0000	13.9691	10.5148	0.0000
8.0851	0.0000	0.0000	0.0000
6.5091	0.0000	6.3725	0.0000
0.0000	0.0000	11.4873	16.3715
0.0000	0.0000	0.0000	12.3141
10.9401	0.0000	11.4435	0.0000
0.0000	15.4465	0.0000	0.0000
0.0000	12.9681	0.0000	0.0000
15.5483	7.7665	0.0000	15.6007
9.7014	0.0000	7.5565	0.0000
0.0000	10.2617	9.4122	17.4864
10.0297	0.0000	0.0000	16.1382
0.0000	0.0000	0.0000	19.3540
11.8683	0.0000	16.1097	6.5888
11.9489	0.0000	7.6251	0.0000
12.7484	7.3039	13.1133	5.5484
16.2293	0.0000	0.0000	0.0000
0.0000	0.0000	18.9892	0.0000
13.6609	0.0000	8.4300	0.0000
15.7282	11.2857	0.0000	0.0000
17.7840	14.5349	11.6595	0.0000
10.3261	8.3626	14.0749	0.0000
0.0000	0.0000	0.0000	13.5654
0.0000	10.2116	10.7580	5.3247
17.0084	17.1967	0.0000	12.9508
0.0000	0.0000	19.7916	0.0000
0.0000	6.0042	5.2727	16.7560
18.2804	14.3891	0.0000	0.0000
0.0000	10.3168	0.0000	15.1497
16.5025	0.0000	0.0000	12.9177
0.0000	13.7530	13.7536	6.2389
19.9423	0.0000	0.0000	0.0000
0.0000	0.0000	15.4068	0.0000
16.5643	0.0000	15.9427	0.0000
12.1624	8.5467	0.0000	19.0172
16.5874	0.0000	0.0000	18.5955
6.5230	0.0000	11.4758	17.1740
0.0000	0.0000	18.7624	14.2751
0.0000	0.0000	17.4973	0.0000
9.8369	19.6869	9.9564	10.4095
11.2085	0.0000	9.9163	16.0861
5.4788	0.0000	0.0000	14.3686
14.9066	0.0000	0.0000	17.8427
12.3439	10.2971	0.0000	0.0000
0.0000	15.1267	0.0000	5.2889
0.0000	8.4686	0.0000	0.0000
0.0000	0.0000	6.4142	10.9853
0.0000	16.9202	15.2934	5.8219
0.0000	0.0000	18.1670	6.0603
17.0056	0.0000	15.7352	11.4989
0.0000	0.0000	14.7021	0.0000
0.0000	16.7044	7.0026	0.0000
0.0000	9.2993	18.4417	18.2603
13.2374	13.6514	0.0000	12.8180
0.0000	17.7363	0.0000	19.0025
8.1016	6.0808	0.0000	17.1643
0.0000	0.0000	17.9622	0.0000
0.0000	18.7057	13.9830	0.0000
0.0000	16.4388	9.2743	14.9642
0.0000	0.0000	0.0000	10.8504
0.0000	14.1444	9.8906	0.0000
15.8128	0.0000	0.0000	0.0000
0.0000	0.0000	13.4288	0.0000
14.8630	15.8352	0.0000	0.0000
17.8898	13.5626	13.3031	9.9602
0.0000	0.0000	0.0000	10.9180
17.2796	18.9667	0.0000	13.9004
14.1921	12.9783	0.0000	0.0000
15.4308	10.2034	13.3504	0.0000
11.3968	15.9708	0.0000	0.0000
11.4542	19.1782	15.5836	0.0000
11.8907	0.0000	5.2347	6.1710
12.5032	0.0000	0.0000	5.8396
0.0000	0.0000	14.2609	17.9580
18.7523	12.5770	0.0000	13.7841
6.2444	12.7547	0.0000	11.6095
14.8387	0.0000	13.3083	10.5078
0.0000	11.1017	0.0000	0.0000
11.0544	0.0000	0.0000	0.0000
0.0000	18.5159	8.3178	0.0000
8.9731	0.0000	0.0000	11.4589
16.4362	0.0000	14.6769	8.2716
8.4204	0.0000	11.0365	0.0000
18.6365	9.9886	11.6360	5.4977
15.7475	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	19.0349
15.9239	0.0000	0.0000	0.0000
13.1459	0.0000	16.4232	13.6408
14.6830	0.0000	0.0000	0.0000
11.4727	8.8518	0.0000	0.0000
10.8903	0.0000	19.5725	0.0000
15.2996	14.7506	10.6077	6.7418
0.0000	0.0000	7.7867	0.0000
10.8600	0.0000	0.0000	0.0000
0.0000	0.0000	8.5305	0.0000
0.0000	8.3190	19.5661	12.5900
0.0000	0.0000	14.0039	0.0000
0.0000	15.4945	8.4483	17.1594
0.0000	0.0000	5.9091	13.3483
17.4497	16.8354	0.0000	6.6479
0.0000	19.5898	9.6779	0.0000
14.5891	0.0000	13.7708	5.9154
9.2766	7.8648	0.0000	15.1531
0.0000	0.0000	7.5465	0.0000
13.2826	0.0000	11.7706	0.0000
0.0000	18.0721	0.0000	6.1395
11.2083	0.0000	19.9282	0.0000
0.0000	11.3634	12.4753	10.3476
0.0000	7.9065	0.0000	0.0000
13.3823	0.0000	19.9136	19.4361
11.0525	12.1923	0.0000	13.3784
19.9322	13.0260	6.7344	0.0000
12.9645	13.1083	0.0000	5.2501
7.1376	0.0000	0.0000	0.0000
0.0000	10.6492	16.7728	0.0000
11.4386	0.0000	15.5310	0.0000
13.1422	9.6666	0.0000	0.0000
0.0000	5.0213	0.0000	0.0000
0.0000	0.0000	19.4542	0.0000
0.0000	10.2135	0.0000	7.4236
13.6661	0.0000	0.0000	14.3600
0.0000	19.7147	0.0000	0.0000
0.0000	13.2220	0.0000	0.0000
0.0000	5.6509	19.6848	0.0000
18.6418	18.4997	0.0000	0.0000
0.0000	16.0784	6.0083	12.4637
16.1361	7.3475	0.0000	17.5263
13.7378	17.8239	0.0000	0.0000
7.3224	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	8.5118
15.3923	17.4197	0.0000	9.8795
17.1544	8.9445	8.5048	0.0000
19.8756	19.7068	0.0000	0.0000
17.8575	18.9423	0.0000	8.1160
0.0000	0.0000	13.1495	0.0000
19.3631	10.3476	10.2002	16.9494
6.8830	5.3773	0.0000	10.5093
18.3840	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	10.3311
0.0000	0.0000	0.0000	19.4317
